id,pool_id,timeframe,timestamp,datetime,open_price,high_price,low_price,close_price,volume_usd,metadata_json
1776,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759437720,2025-10-02 14:42:00-06,0.00005862,0.00005933,0.00005858,0.00005858,103.50,{}
1777,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759437780,2025-10-02 14:43:00-06,0.00005858,0.00005858,0.00005721,0.00005721,311.74,{}
1778,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759437840,2025-10-02 14:44:00-06,0.00005721,0.00005721,0.00005560,0.00005560,307.52,{}
1779,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759437900,2025-10-02 14:45:00-06,0.00005560,0.00005560,0.00005531,0.00005531,13.60,{}
1780,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759437960,2025-10-02 14:46:00-06,0.00005531,0.00005531,0.00005394,0.00005438,150.47,{}
1781,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759438020,2025-10-02 14:47:00-06,0.00005438,0.00005472,0.00005438,0.00005472,90.83,{}
1782,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759438140,2025-10-02 14:49:00-06,0.00005472,0.00005506,0.00005472,0.00005506,29.66,{}
1783,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759438320,2025-10-02 14:52:00-06,0.00005506,0.00005528,0.00005506,0.00005528,19.59,{}
1784,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759438380,2025-10-02 14:53:00-06,0.00005528,0.00005571,0.00005528,0.00005571,60.09,{}
1785,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759438680,2025-10-02 14:58:00-06,0.00005571,0.00005571,0.00005406,0.00005406,305.74,{}
1786,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759438740,2025-10-02 14:59:00-06,0.00005406,0.00005406,0.00005272,0.00005272,121.89,{}
1787,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759438800,2025-10-02 15:00:00-06,0.00005272,0.00005327,0.00005272,0.00005327,30.06,{}
1788,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759438860,2025-10-02 15:01:00-06,0.00005327,0.00005496,0.00005327,0.00005496,501.26,{}
1789,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759438920,2025-10-02 15:02:00-06,0.00005496,0.00005835,0.00005496,0.00005835,256.30,{}
1790,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759439340,2025-10-02 15:09:00-06,0.00005835,0.00005896,0.00005835,0.00005896,54.41,{}
1791,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759439460,2025-10-02 15:11:00-06,0.00005896,0.00005896,0.00005721,0.00005721,305.38,{}
1792,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759439520,2025-10-02 15:12:00-06,0.00005721,0.00005721,0.00005370,0.00005370,747.42,{}
1793,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759439580,2025-10-02 15:13:00-06,0.00005370,0.00005370,0.00005130,0.00005130,7.49,{}
1794,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759439640,2025-10-02 15:14:00-06,0.00005130,0.00005130,0.00004987,0.00004987,221.47,{}
1795,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759439880,2025-10-02 15:18:00-06,0.00004987,0.00004987,0.00004970,0.00004970,20.35,{}
1796,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759439940,2025-10-02 15:19:00-06,0.00004970,0.00004970,0.00004895,0.00004895,198.33,{}
1797,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759440000,2025-10-02 15:20:00-06,0.00004895,0.00004895,0.00004832,0.00004832,16.77,{}
1798,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759440120,2025-10-02 15:22:00-06,0.00004832,0.00004832,0.00004343,0.00004343,870.51,{}
1799,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759440180,2025-10-02 15:23:00-06,0.00004343,0.00004343,0.00004288,0.00004288,9.93,{}
1800,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759440240,2025-10-02 15:24:00-06,0.00004288,0.00004320,0.00004276,0.00004320,41.57,{}
1801,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759440420,2025-10-02 15:27:00-06,0.00004320,0.00004320,0.00004260,0.00004319,21.63,{}
1802,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759440780,2025-10-02 15:33:00-06,0.00004319,0.00004330,0.00004319,0.00004330,0.85,{}
1803,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759440840,2025-10-02 15:34:00-06,0.00004330,0.00004591,0.00004330,0.00004591,617.63,{}
1804,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759441200,2025-10-02 15:40:00-06,0.00004591,0.00004624,0.00004591,0.00004624,36.18,{}
1805,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759441260,2025-10-02 15:41:00-06,0.00004624,0.00004624,0.00004562,0.00004562,167.88,{}
1806,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759441440,2025-10-02 15:44:00-06,0.00004562,0.00004562,0.00004452,0.00004452,174.10,{}
1807,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759441500,2025-10-02 15:45:00-06,0.00004452,0.00004452,0.00004393,0.00004393,30.03,{}
1808,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759441560,2025-10-02 15:46:00-06,0.00004393,0.00004393,0.00004307,0.00004307,273.27,{}
1809,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759441740,2025-10-02 15:49:00-06,0.00004307,0.00004307,0.00004291,0.00004291,4.94,{}
1810,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759441860,2025-10-02 15:51:00-06,0.00004291,0.00004292,0.00004291,0.00004292,4.94,{}
1811,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759442280,2025-10-02 15:58:00-06,0.00004292,0.00004292,0.00004230,0.00004230,14.71,{}
1812,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759442400,2025-10-02 16:00:00-06,0.00004230,0.00004297,0.00004230,0.00004297,87.45,{}
1813,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759442520,2025-10-02 16:02:00-06,0.00004297,0.00004420,0.00004297,0.00004405,430.23,{}
1814,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759443480,2025-10-02 16:18:00-06,0.00004405,0.00004429,0.00004405,0.00004429,14.97,{}
1815,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759443720,2025-10-02 16:22:00-06,0.00004429,0.00004537,0.00004429,0.00004537,173.62,{}
1816,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759443840,2025-10-02 16:24:00-06,0.00004537,0.00004537,0.00004536,0.00004536,46.41,{}
1817,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759443900,2025-10-02 16:25:00-06,0.00004536,0.00004571,0.00004536,0.00004571,47.59,{}
1818,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759443960,2025-10-02 16:26:00-06,0.00004571,0.00004583,0.00004571,0.00004583,18.63,{}
1819,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759444020,2025-10-02 16:27:00-06,0.00004583,0.00004610,0.00004583,0.00004610,68.14,{}
1820,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759444080,2025-10-02 16:28:00-06,0.00004610,0.00005015,0.00004610,0.00004949,629.58,{}
1821,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759444140,2025-10-02 16:29:00-06,0.00004949,0.00005044,0.00004949,0.00005044,103.83,{}
1822,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759444200,2025-10-02 16:30:00-06,0.00005044,0.00005108,0.00005044,0.00005108,64.91,{}
1823,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759444260,2025-10-02 16:31:00-06,0.00005108,0.00005226,0.00005108,0.00005226,268.83,{}
1824,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759444500,2025-10-02 16:35:00-06,0.00005226,0.00005226,0.00004917,0.00004917,640.09,{}
1825,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759444560,2025-10-02 16:36:00-06,0.00004917,0.00004980,0.00004917,0.00004980,120.94,{}
1826,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759444620,2025-10-02 16:37:00-06,0.00004980,0.00004980,0.00004803,0.00004803,243.98,{}
1827,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759444680,2025-10-02 16:38:00-06,0.00004803,0.00004854,0.00004803,0.00004854,12.92,{}
1828,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759444740,2025-10-02 16:39:00-06,0.00004854,0.00004854,0.00004773,0.00004773,66.89,{}
1829,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759444860,2025-10-02 16:41:00-06,0.00004773,0.00004819,0.00004754,0.00004819,10.11,{}
1830,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759444980,2025-10-02 16:43:00-06,0.00004819,0.00004819,0.00004688,0.00004688,235.99,{}
1831,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759445220,2025-10-02 16:47:00-06,0.00004688,0.00004688,0.00004611,0.00004611,10.57,{}
1832,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759445460,2025-10-02 16:51:00-06,0.00004611,0.00004611,0.00004604,0.00004604,20.51,{}
1833,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759445760,2025-10-02 16:56:00-06,0.00004604,0.00004604,0.00004595,0.00004595,14.76,{}
1834,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759446840,2025-10-02 17:14:00-06,0.00004595,0.00004680,0.00004595,0.00004680,59.28,{}
1835,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759447680,2025-10-02 17:28:00-06,0.00004680,0.00004711,0.00004680,0.00004711,4.81,{}
1836,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759448100,2025-10-02 17:35:00-06,0.00004711,0.00004730,0.00004711,0.00004730,49.60,{}
1837,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759448400,2025-10-02 17:40:00-06,0.00004730,0.00004756,0.00004730,0.00004756,37.17,{}
1838,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759448460,2025-10-02 17:41:00-06,0.00004756,0.00004931,0.00004756,0.00004931,278.26,{}
1839,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759450500,2025-10-02 18:15:00-06,0.00004931,0.00004931,0.00004850,0.00004850,13.95,{}
1840,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759450620,2025-10-02 18:17:00-06,0.00004850,0.00004850,0.00004848,0.00004848,15.88,{}
1841,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759451520,2025-10-02 18:32:00-06,0.00004848,0.00004908,0.00004848,0.00004852,25.27,{}
1842,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759451760,2025-10-02 18:36:00-06,0.00004852,0.00004852,0.00004834,0.00004834,44.43,{}
1843,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759452000,2025-10-02 18:40:00-06,0.00004834,0.00004834,0.00004778,0.00004778,112.15,{}
1844,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759452540,2025-10-02 18:49:00-06,0.00004778,0.00004778,0.00004700,0.00004700,119.89,{}
1845,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759453020,2025-10-02 18:57:00-06,0.00004700,0.00004721,0.00004700,0.00004721,7.54,{}
1846,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759453560,2025-10-02 19:06:00-06,0.00004721,0.00004721,0.00004666,0.00004666,3.34,{}
1847,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759454880,2025-10-02 19:28:00-06,0.00004666,0.00004666,0.00004643,0.00004643,4.50,{}
1848,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759455300,2025-10-02 19:35:00-06,0.00004643,0.00004643,0.00004539,0.00004539,307.06,{}
1849,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759456620,2025-10-02 19:57:00-06,0.00004539,0.00004539,0.00004505,0.00004505,11.01,{}
1850,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759456860,2025-10-02 20:01:00-06,0.00004505,0.00004518,0.00004505,0.00004518,23.13,{}
1851,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759457640,2025-10-02 20:14:00-06,0.00004518,0.00004518,0.00004396,0.00004396,288.68,{}
1852,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759458240,2025-10-02 20:24:00-06,0.00004396,0.00004396,0.00004296,0.00004296,9.94,{}
1853,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759458900,2025-10-02 20:35:00-06,0.00004296,0.00004296,0.00004234,0.00004234,216.63,{}
1854,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759459620,2025-10-02 20:47:00-06,0.00004234,0.00006687,0.00004234,0.00005150,9718.58,{}
1855,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759459680,2025-10-02 20:48:00-06,0.00005150,0.00005150,0.00004901,0.00005038,499.78,{}
1856,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759459740,2025-10-02 20:49:00-06,0.00005038,0.00005318,0.00005035,0.00005318,717.35,{}
1857,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759459800,2025-10-02 20:50:00-06,0.00005318,0.00005318,0.00005259,0.00005266,19.90,{}
1858,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759459860,2025-10-02 20:51:00-06,0.00005266,0.00005266,0.00005250,0.00005250,19.86,{}
1859,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759459920,2025-10-02 20:52:00-06,0.00005250,0.00005250,0.00004778,0.00004778,1038.21,{}
1860,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759459980,2025-10-02 20:53:00-06,0.00004778,0.00004778,0.00004735,0.00004735,149.77,{}
1861,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759460100,2025-10-02 20:55:00-06,0.00004735,0.00004735,0.00004549,0.00004549,457.28,{}
1862,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759460220,2025-10-02 20:57:00-06,0.00004549,0.00004549,0.00004396,0.00004396,66.45,{}
1863,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759460460,2025-10-02 21:01:00-06,0.00004396,0.00004396,0.00004331,0.00004331,166.81,{}
1864,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759460820,2025-10-02 21:07:00-06,0.00004331,0.00004331,0.00004299,0.00004299,9.29,{}
1865,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759461540,2025-10-02 21:19:00-06,0.00004299,0.00004299,0.00004228,0.00004228,195.01,{}
1866,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759461600,2025-10-02 21:20:00-06,0.00004228,0.00004228,0.00004145,0.00004145,98.14,{}
1867,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759462680,2025-10-02 21:38:00-06,0.00004145,0.00004145,0.00004087,0.00004087,25.52,{}
1868,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759462740,2025-10-02 21:39:00-06,0.00004087,0.00004087,0.00003907,0.00003907,612.29,{}
1869,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759462800,2025-10-02 21:40:00-06,0.00003907,0.00003907,0.00003708,0.00003761,225.35,{}
1870,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759462860,2025-10-02 21:41:00-06,0.00003761,0.00003761,0.00003745,0.00003745,8.76,{}
1871,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759463100,2025-10-02 21:45:00-06,0.00003745,0.00003791,0.00003745,0.00003791,11.33,{}
1872,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759463400,2025-10-02 21:50:00-06,0.00003791,0.00003791,0.00003721,0.00003721,99.33,{}
1873,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759463580,2025-10-02 21:53:00-06,0.00003721,0.00003721,0.00003661,0.00003661,121.73,{}
1874,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759463700,2025-10-02 21:55:00-06,0.00003661,0.00003673,0.00003661,0.00003673,11.33,{}
1875,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759464600,2025-10-02 22:10:00-06,0.00003673,0.00003673,0.00003611,0.00003650,75.88,{}
1876,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759464900,2025-10-02 22:15:00-06,0.00003650,0.00003662,0.00003650,0.00003662,11.33,{}
1877,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759465260,2025-10-02 22:21:00-06,0.00003662,0.00003662,0.00003616,0.00003616,20.41,{}
1878,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759465500,2025-10-02 22:25:00-06,0.00003616,0.00003662,0.00003616,0.00003662,11.34,{}
1879,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759465680,2025-10-02 22:28:00-06,0.00003662,0.00003668,0.00003662,0.00003668,11.52,{}
1880,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759465800,2025-10-02 22:30:00-06,0.00003668,0.00003672,0.00003668,0.00003672,11.34,{}
1881,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759465920,2025-10-02 22:32:00-06,0.00003672,0.00003672,0.00003608,0.00003608,35.78,{}
1882,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759466100,2025-10-02 22:35:00-06,0.00003608,0.00003647,0.00003608,0.00003647,11.30,{}
1883,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759466640,2025-10-02 22:44:00-06,0.00003647,0.00003647,0.00003587,0.00003587,37.75,{}
1884,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759466700,2025-10-02 22:45:00-06,0.00003587,0.00003626,0.00003587,0.00003626,11.09,{}
1885,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759466760,2025-10-02 22:46:00-06,0.00003626,0.00003629,0.00003626,0.00003629,5.10,{}
1886,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759467000,2025-10-02 22:50:00-06,0.00003629,0.00003639,0.00003629,0.00003639,10.28,{}
1887,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759467180,2025-10-02 22:53:00-06,0.00003639,0.00003642,0.00003639,0.00003642,5.09,{}
1888,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759467960,2025-10-02 23:06:00-06,0.00003642,0.00003650,0.00003642,0.00003650,14.55,{}
1889,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759468200,2025-10-02 23:10:00-06,0.00003650,0.00003650,0.00003591,0.00003591,14.31,{}
1890,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759468440,2025-10-02 23:14:00-06,0.00003591,0.00003591,0.00003587,0.00003587,1.13,{}
1891,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759470360,2025-10-02 23:46:00-06,0.00003587,0.00003616,0.00003587,0.00003616,0.35,{}
1892,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759470780,2025-10-02 23:53:00-06,0.00003616,0.00003629,0.00003616,0.00003629,1.37,{}
1893,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759471680,2025-10-03 00:08:00-06,0.00003629,0.00003629,0.00003583,0.00003583,4.98,{}
1894,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759472340,2025-10-03 00:19:00-06,0.00003583,0.00003662,0.00003583,0.00003662,115.43,{}
1895,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759472460,2025-10-03 00:21:00-06,0.00003662,0.00003707,0.00003662,0.00003707,37.44,{}
1896,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759473300,2025-10-03 00:35:00-06,0.00003707,0.00003800,0.00003707,0.00003800,261.62,{}
1897,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759473540,2025-10-03 00:39:00-06,0.00003800,0.00003924,0.00003800,0.00003924,242.15,{}
1898,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759473600,2025-10-03 00:40:00-06,0.00003924,0.00003995,0.00003924,0.00003995,16.47,{}
1899,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759473660,2025-10-03 00:41:00-06,0.00003995,0.00003995,0.00003943,0.00003943,16.25,{}
1900,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759473780,2025-10-03 00:43:00-06,0.00003943,0.00004026,0.00003943,0.00004026,142.61,{}
1901,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759473960,2025-10-03 00:46:00-06,0.00004026,0.00004065,0.00004026,0.00004065,20.50,{}
1902,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759475160,2025-10-03 01:06:00-06,0.00004065,0.00004083,0.00004065,0.00004083,97.76,{}
1903,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759475760,2025-10-03 01:16:00-06,0.00004083,0.00004212,0.00004083,0.00004212,198.20,{}
1904,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759475820,2025-10-03 01:17:00-06,0.00004212,0.00004248,0.00004212,0.00004248,55.86,{}
1905,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759475940,2025-10-03 01:19:00-06,0.00004248,0.00004290,0.00004248,0.00004290,113.31,{}
1906,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759476000,2025-10-03 01:20:00-06,0.00004290,0.00004290,0.00004236,0.00004236,103.09,{}
1907,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759476120,2025-10-03 01:22:00-06,0.00004236,0.00004236,0.00004199,0.00004199,5.27,{}
1908,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759476240,2025-10-03 01:24:00-06,0.00004199,0.00004259,0.00004199,0.00004259,21.26,{}
1909,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759476780,2025-10-03 01:33:00-06,0.00004259,0.00004259,0.00004137,0.00004137,250.64,{}
1910,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759476840,2025-10-03 01:34:00-06,0.00004137,0.00004137,0.00004057,0.00004122,84.07,{}
1911,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759477020,2025-10-03 01:37:00-06,0.00004122,0.00004122,0.00003871,0.00003871,497.08,{}
1912,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759478100,2025-10-03 01:55:00-06,0.00003871,0.00003871,0.00003602,0.00003658,414.82,{}
1913,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,1m,1759478160,2025-10-03 01:56:00-06,0.00003658,0.00003671,0.00003658,0.00003671,4.53,{}
